name,type,latitude,longitude
Chickasaw Fire / Rescue Station 71,fire_station,28.4823437,-81.2848359
Moss Park Fire / Rescue Station 76,fire_station,28.4020901,-81.2437822
Bithlo Fire / Rescue Station 82,fire_station,28.554944,-81.129084
Palm Bay Fire Department Station 4,fire_station,27.951979,-80.6285317
Wekiva Springs Fire / Rescue Station 27,fire_station,28.691352,-81.4695997
Zellwood Fire / Rescue Station 20,fire_station,28.7300312,-81.602785
Lockhart Fire / Rescue Station 40,fire_station,28.6251219,-81.4475052
Clarcona Fire / Rescue Station 28,fire_station,28.6361107,-81.5008276
Pine Hills Fire / Rescue Station 42,fire_station,28.5775224,-81.4547157
Orlo Vista Fire / Rescue Station 30,fire_station,28.5406518,-81.4599329
Silver Star Fire / Rescue Station 43,fire_station,28.5795063,-81.4917911
West Orlando Fire / Rescue Station 33,fire_station,28.5198372,-81.5090913
Tampa Fire Station No. 7,fire_station,28.0031593,-82.4509925
Tampa City Fire Station 5,fire_station,27.9804,-82.4554
Lake County Fire Rescue Station 84,fire_station,28.6238889,-81.7013889
Francis Volunteer Fire Department Station 22,fire_station,29.6347222,-81.7091667
Tampa City Fire Station 18,fire_station,27.9988,-82.4266
Tampa City Fire Station 19,fire_station,27.8622,-82.529
Tampa City Fire Station 16,fire_station,27.9637,-82.3979
Tampa Fire Station #17,fire_station,27.921573,-82.450167
Tampa City Fire Station 4,fire_station,27.9633736,-82.4351809
Tampa City Fire Station 20,fire_station,28.0907,-82.4051
Florida Corrections Medical Center,hospital,29.98852,-82.3582095
Theressa Volunteer Fire Department,fire_station,29.8344095,-82.0684353
Virginia Village Fire Station,fire_station,29.921342,-81.6813606
Georgetown-Fruitland Fire Department,fire_station,29.3920296,-81.6411204
Welaka Volunteer Fire Department,fire_station,29.4794444,-81.67
Lake Como Fire Station,fire_station,29.4808333,-81.5733333
Crescent City Fire Department,fire_station,29.4328576,-81.5108333
Miami Fire and Rescue Training Center,fire_station,25.7267676,-80.2569946
Miami-Dade County Fire and Rescue Headquarters,fire_station,25.7120462,-80.3353301
Hollister Volunteer Fire Department Station 13,fire_station,29.6255556,-81.7977778
City of Auburndale Fire Station,fire_station,28.0671688,-81.7929747
Duval County Fire Station Number 47,fire_station,30.538647,-81.724956
Tampa City Fire Station 11,fire_station,28.0268,-82.4541
Tampa City Fire Station 10,fire_station,27.971747,-82.422549
Tampa City Fire Station 12,fire_station,27.9964,-82.4921
Tampa City Fire Station 14,fire_station,27.9305373,-82.5081779
Eagle Lake City Fire Department,fire_station,27.9803,-81.7574
City of Bartow Fire Department,fire_station,27.8981719,-81.8426729
Longboat Key Fire and Rescue Department,fire_station,27.4117,-82.6582
Lealman Fire and Rescue Center,fire_station,27.8234,-82.6879
Polk County Fire Department,fire_station,28.1625145,-81.9744685
Duval County Fire Station Number 15,fire_station,30.3783321,-81.6564328
Duval County Fire Station Number 11,fire_station,30.355209,-81.625574
Florahome/Grandin Volunteer Fire Department,fire_station,29.7180556,-81.8880556
City of Ocala Fire Station # 6,fire_station,29.1352778,-82.2047222
Waldo Fire/Rescue Station 23,fire_station,29.7905556,-82.1694444
Alachua County Fire Rescue Station 24,fire_station,29.8105556,-82.5563889
Brooker Volunteer Fire Department,fire_station,29.8894444,-82.3344444
Marion County Fire Rescue Station 15,fire_station,29.3644444,-81.7405556
High Springs Fire Department,fire_station,29.8278733,-82.6161131
JFRD Station 39,fire_station,30.3248795,-81.6507961
Fire and Rescue Department Station 36,fire_station,30.3744477,-81.7107106
Duval County Fire Station Number 35,fire_station,30.4698705,-81.631166
Fire and Rescue Department Station 34,fire_station,30.4396566,-81.7018508
Fire and Rescue Department Station 33,fire_station,30.4301353,-81.7595321
Duval County Fire Station Number 32,fire_station,30.319224,-81.78559
Duval County Fire Station Number 31,fire_station,30.270183,-81.770813
Greenwood Lakes Fire Department Station 19,fire_station,28.7339496,-81.3456314
Leesburg Fire Department Station 4,fire_station,28.7404012,-81.8926077
West Putnam Volunteer Fire Station 20,fire_station,29.5997222,-82.0122222
Martin County Fire Rescue Station 34,fire_station,27.0527422,-80.1116414
Treasure Island Fire Department Station 2,fire_station,27.2104702,-80.7901255
Fort Drum Volunteer Fire Department Station 3,fire_station,27.5306608,-80.8075618
Martin County Fire / Rescue Station 24,fire_station,27.0284709,-80.4794941
Martin County Fire / Rescue Station 28,fire_station,27.1627776,-80.5863582
Port Saint Lucie Fire / Rescue Station 13,fire_station,27.2099394,-80.3580885
Saint Lucie West Fire / Rescue Station 14,fire_station,27.3164409,-80.3993363
Station #15 Downtown Fort Pierce,fire_station,27.452089,-80.3296895
Citrus County Fire Station 102,fire_station,28.8588889,-82.4186111
Windsor Fire Station,fire_station,29.6386111,-82.1869444
Citrus County Fire Rescue Station 21,fire_station,28.7988889,-82.4833333
Lake County Fire/Rescue Station 14,fire_station,28.9702778,-81.6469444
Marion County Fire/Rescue Station 29,fire_station,28.98,-81.7438889
Alachua County Fire/Rescue Station 8,fire_station,29.7069444,-82.1344444
Melrose Fire Department,fire_station,29.71,-82.0494444
Marion County Fire/Rescue Station 13,fire_station,29.4913889,-81.9552778
Interlachen Fire Department Station 4,fire_station,29.6244444,-81.8919444
Gulf Hammock Volunteer Fire Department,fire_station,29.2508333,-82.7275
Hog Valley Volunteer Fire Department Station 8,fire_station,29.4941667,-81.9052778
Trenton Police and Fire Departments,fire_station,29.61,-82.8177778
Marion County Fire-Rescue Station 7,fire_station,29.3683333,-81.9397222
Marion County Fire Rescue Unit 4,fire_station,29.1805556,-81.8883333
Port Saint Lucie Police Department,police,27.2740402,-80.3430246
Altamonte Springs Police Department - Investigations,police,28.6658303,-81.3588372
Volusia County Sheriff's Office,police,29.0286516,-81.3044873
Cocoa Beach Police Department - Investigations,police,28.3179114,-80.6103301
Casselberry Police Department,police,28.6726368,-81.3371072
Volusia County Sheriff's Office - Aviation,police,29.1891007,-81.0575565
Volusia County Sheriff's Office,police,29.0058551,-81.3036355
Seminole County Sheriff's Office,police,28.6699367,-81.1885559
Edgewater Police Department,police,28.9927695,-80.9053631
Groveland Police Department,police,28.5609469,-81.8598635
Brevard County Sheriff's Office - Bailiffs,police,28.1074459,-80.6277294
South Daytona City Police Department,police,29.1813441,-81.0079511
Melbourne Village Police Department,police,28.0874055,-80.6649133
Titusville Police Department,police,28.5305042,-80.814982
Cape Canaveral Police Department,police,28.384472,-80.6050884
Oakland Police Department,police,28.5572225,-81.6273458
Levy County Sheriff's Office,police,29.4653472,-82.6407317
Alachua Police Department,police,29.7933333,-82.4977778
Brooksville Police Department,police,28.5544132,-82.4007703
Florida Highway Patrol Station,police,29.7115707,-82.354449
Gainesville Central Police Station,police,29.6591284,-82.3304297
Marion County Sheriff's Office-Silver Springs District,police,29.2080556,-82.0697222
Tavares Police Department,police,28.8022222,-81.7266667
Aventura Police Station,police,25.9528071,-80.1391556
Bal Harbour Police Station,police,25.8875177,-80.1274081
Bay Harbour Islands Police Station,police,25.8873634,-80.1310853
Dania Police Station,police,26.0522222,-80.1455556
Coral Gables Police Station,police,25.746042,-80.2604054
Biscayne Park Police Station,police,25.8794444,-80.1855556
Golden Beach Police Station,police,25.9569444,-80.1216667
Hallandale Police Station,police,25.9803689,-80.1434311
Florida City Police Station,police,25.4475,-80.4822222
El Portal Police Station,police,25.8548466,-80.1875382
Hialeah Police Station,police,25.8727413,-80.266506
Hialeah Metro Police Sub-Station Number 2,police,25.8488889,-80.2455556
Hialeah Police Substation,police,25.8238889,-80.2808333
Hialeah Police Substation,police,25.8905556,-80.3322222
Homestead Police Station,police,25.4706705,-80.479253
Hialeah Gardens Police Substation,police,25.8894444,-80.3694444
Hialeah Gardens Police Station,police,25.8630556,-80.3391667
Medley Satellite Police Station,police,25.8730556,-80.3622222
Medley Police Station,police,25.8402778,-80.3175
Miami Omni Police Station,police,25.7894444,-80.1883333
Miami Overtown Police Station,police,25.7890267,-80.2001859
Indialantic Police Department,police,28.090937,-80.5698957
Martin County Sheriff's Office,police,27.0286645,-80.4795391
Seminole County Sheriff's Office,police,28.752884,-81.3579467
Volusia County Sheriff's Office - Civil,police,29.0257652,-80.9212427
New Smyrna Beach Police Department,police,29.0490096,-80.9374421
Saint Lucie County Sheriff's Office - Civil,police,27.4467181,-80.3232788
Melbourne Police Department,police,28.112108,-80.6221121
Melbourne Police Department Headquarters,police,28.0961753,-80.6212613
Kissimmee Police Department,police,28.2924147,-81.408455
Fort Pierce Police Department,police,27.4367292,-80.3254841
Cocoa City Police Detective,police,28.3562796,-80.7468113
Oviedo City Police Department,police,28.6533169,-81.2030334
Winter Park Police Department,police,28.6007534,-81.3544648
Osceola County Sheriff's Office,police,28.2893899,-81.3541648
Longwood Police Department,police,28.7014345,-81.3495207
Leesburg Police Department,police,28.810225,-81.8752361
Astatula Police Department,police,28.7105748,-81.7334658
Rockledge Police Department,police,28.3310134,-80.7236624
Lake Mary Police Department,police,28.7587151,-81.3193307
Melbourne Beach Police Department,police,28.0677752,-80.5638335
Brevard County Sheriff's Office - Supply,police,28.6073436,-80.819025
Ponce Inlet Police Department,police,29.1204716,-80.953359
Indian River Shores Police Department,police,27.6920838,-80.3718395
Brevard County Sheriff's Office - Records,police,28.6073571,-80.8189649
Lake County Sheriff's Office - Astor Substation,police,29.1630556,-81.5244444
Altamonte Springs Police Department,police,28.6641957,-81.3593178
DeLand Police Department,police,29.026732,-81.3068721
Windermere Police Department,police,28.4940671,-81.5348789
Oak Hill Police Department,police,28.858846,-80.8512412
Ormond Beach Police Department,police,29.2829124,-81.0609029
Lake County Sheriff's Office - Vehicles,police,28.8553923,-81.6658319
West Volusia Police Athletic,police,29.0078902,-81.3052651
Lake Helen Police Department,police,28.9777922,-81.2313599
Fruitland Park Police Department,police,28.8584766,-81.9123416
Lake County Sheriff's Office,police,28.801333,-81.7317094
Orlando International Airport Police,police,28.4314343,-81.3058951
Stuart Police Department,police,27.1934302,-80.2397491
Edgewood Police Department,police,28.4783876,-81.3710266
Saint Lucie County Sheriff's Office,police,27.3753423,-80.3729987
Police Department Records,police,29.2452143,-81.0399495
Eatonville Police Department,police,28.6179866,-81.3767966
Miami-Dade County Police Headquarters,police,25.7984924,-80.3439023
Miami Upper Eastside Police Station,police,25.8358333,-80.1844444
Miami Springs Police Station,police,25.8208333,-80.285
Miami Beach Police Station,police,25.7823546,-80.1332266
Miami Bayside Police Mini Station,police,25.7172222,-80.2458333
Miami Alapattah Police Station,police,25.795,-80.2266667
Miccosukee Police Station,police,25.7594444,-80.4819444
Miami East Havana Network Police Station,police,25.7722222,-80.2027778
Miami Downtown Police Station,police,25.7824952,-80.1952979
Miami North Police Station,police,25.8316667,-80.2136111
Miami Flagami Network Police Station,police,25.7825,-80.2594444
Miami Edgewater Police Mini Station,police,25.8002778,-80.1897222
Sweetwater Police Station,police,25.7636111,-80.3730556
Sunny Isles Beach Police Department,police,25.9425961,-80.1220169
Virginia Gardens Police Station,police,25.8091667,-80.3022222
Surfside Police Station,police,25.8808333,-80.1233333
Pinecrest Police Station,police,25.6644444,-80.3252778
Opalocka Police Mini Station,police,25.8977778,-80.2336111
South Miami Police Station,police,25.7032875,-80.2920733
North Lauderdale Police Station,police,26.2213889,-80.2213889
North Miami Beach Police Station,police,25.9313889,-80.1622222
Opa-Locka Police Station,police,25.9058333,-80.2419444
North Bay Village Police Station,police,25.8486111,-80.1580556
Miami Southwest Coconut Grove Network Police Station,police,25.7313889,-80.2547222
Marion County Sheriff Office - North Multi District,police,29.2737422,-82.1508104
Marion County Sheriffs Office-Ocklawha District,police,29.043037,-81.9242504
Marion County Sheriffs Office-South Multi-District,police,29.1053885,-82.0911488
Marion County Sheriffs Office-Silver Springs Shores District,police,29.1035904,-82.0098091
Ocala Police Department - Substation Number 1,police,29.1858096,-82.1645375
Marion County Sheriffs Office-Marion Oaks District,police,29.00498,-82.1756471
University Police Services (POL),police,27.7648881,-82.6368182
Marion County Sheriff's Office - Airport Annex,police,29.1708096,-82.2189838
Wildwood Police Station,police,28.858042,-82.041752
Citrus County Sheriff's Office,police,28.8358333,-82.3283333
Bushnell Police Department,police,28.669159,-82.1111962
West Miami Police Station,police,25.7621838,-80.2954658
Weston Police Station,police,26.0932248,-80.3809495
Marion County Sheriffs Office-Dunnellon District,police,29.0524761,-82.4367659
Lady Lake Police Station,police,28.9319294,-81.9292495
Pasco Sheriff's Office - Administration Office,police,28.2672081,-82.6710398
Citrus County Sheriffs Office-Substation,police,28.9233131,-82.4634316
Citrus County Sheriffs Office-Surveillance Unit,police,28.9194245,-82.4473201
Citrus County Sheriffs Office-Substation,police,28.9008149,-82.3731512
Marion County Sheriff's Office - Fugitive,police,29.1929396,-82.1726
Marion County Sheriff's Office,police,29.3643548,-81.7395079
Greenville Police Department,police,30.4695443,-83.6316215
Nassau County Sheriff's Office,police,30.62242,-81.635159
Marion County Sheriff Fleet Maintenance,police,29.1927996,-82.1726
Marion County Sheriff's Office - Silver Springs District,police,29.0896412,-81.9959988
Bunnell Police Department,police,29.4658418,-81.2554873
High Springs Police Department,police,29.828197,-82.5990461
Orange Park Police Department,police,30.1649698,-81.7025459
Marion County Sheriff's Office,police,29.4241223,-82.2175296
Lake City Police Department,police,30.1911204,-82.6391579
Citrus County Sheriff's Office,police,29.011704,-82.455071
Interlachen Police Department,police,29.627264,-81.8966355
Perry Police Department,police,30.1161186,-83.5813591
Lawtey Police Department,police,30.0449281,-82.0726695
Madison County Sheriff's Department,police,30.4657512,-83.412454
Waldo Police Department,police,29.7894613,-82.1690797
Starke Police Department,police,29.9381302,-82.1187874
Atlantic Beach Police Department,police,30.3326424,-81.4028059
Columbia County Sheriff's Office - Warrants,police,30.2186237,-82.6416611
Miami Highway Patrol Troop E,police,25.781479,-80.3741145
Florida Highway Patrol Lantana District,police,26.5875107,-80.0651204
Florida Highway Patrol Davie District,police,26.1198662,-80.3362851
Miami Police Department - Little Haiti NET,police,25.8396112,-80.2038722
Miami Police Department - Canine Unit,police,25.7820214,-80.1943926
Palmetto Bay Police Department,police,25.6283862,-80.3391313
Miami-Dade Police Department Professional Compliance Bureau,police,25.9454814,-80.2444047
Doral Police Department,police,25.8206244,-80.331424
Riviera Beach Police Department,police,26.7842527,-80.0647989
Palm Beach County School District Police Department,police,26.6495165,-80.0933387
Miami Gardens Police Department,police,25.9276754,-80.2269154
Jupiter Police Department,police,26.9328555,-80.1023418
Gilchrist County Sheriff's Office,police,29.6019218,-82.8192342
Perry Police Department,police,30.1160108,-83.5818376
Miami Police Department West Flagler NET,police,25.7713593,-80.266593
Cross City Police Department,police,29.6364234,-83.1257384
Lake Park Police Department,police,26.7989772,-80.0643487
Miami Police Department Little Havana NET,police,25.7746214,-80.2159402
Palm Beach County Sheriff's Office District 9 Parks Enforcement,police,26.607807,-80.0853523
Sunrise Police Department Westside Substation,police,26.1223622,-80.3604805
Florida Highway Patrol,police,26.7086077,-80.1373444
Florida Highway Patrol Troop K,police,26.1367821,-80.2175473
Florida Highway Patrol Snapper Creek Service Plaza,police,25.6636664,-80.3873975
Temple Terrace Police Department,police,28.0504951,-82.394139
Pinellas County Police Screening Services,police,27.7385468,-82.6783792
Bradenton Police Department,police,27.4986123,-82.5722892
Hamilton County Sheriff's Office,police,30.5194229,-82.9461666
Hillsborough County Sheriff's Office Plant City Substation,police,28.017264,-82.1209008
Glades County Sheriff's Office,police,26.8328,-81.098
Polk County Sheriff's Office Community Policing Unit,police,27.9678467,-81.9752612
Polk County Sheriff's Office,police,27.9789775,-81.6156949
Davenport Police Department,police,28.1596509,-81.6003231
Polk County Sheriff's Office Community Policing Unit Florence Villa,police,28.049344,-81.7255114
Lakeland Police Department,police,28.06169,-81.95198
Lee County Sheriff's Office Main,police,26.52885,-81.8622799
Collier County Sheriff's Office Golden Gate Substation District 2,police,26.1827682,-81.7039969
Auburndale Police Department,police,28.0642009,-81.7893982
Wauchula Police Department,police,27.5465346,-81.8130903
Sebring Police Department,police,27.4982109,-81.4405087
DeSoto County Sheriff's Office,police,27.2172347,-81.85644
Davenport Police Department Administration,police,28.1597893,-81.6010786
Hillsborough County Sheriff's Office District 1 Office,police,28.0753452,-82.4369778
Belleview Police Department,police,29.0621462,-82.0593264
Waldo Police Department Meeting Hall,police,29.7913108,-82.1676328
Saint Johns County Sheriff's Office,police,29.9403321,-81.3379935
Jacksonville Sheriff's Office,police,30.3253723,-81.6520118
Alachua County Sheriff's Office - Training,police,29.6780514,-82.2787136
Madison County Police Department,police,30.4684285,-83.422242
Welaka Police Department,police,29.4790936,-81.6712473
Jacksonville Housing Police,police,30.3387808,-81.6663368
Marion County Sheriff's Department,police,29.1818736,-81.8876667
Saint Johns County Sheriff,police,29.7116863,-81.509032
Alachua County Sheriff's Office - Civil,police,29.6516683,-82.3241772
Lafayette County Sheriff's Office,police,30.0491844,-83.1756272
Palatka Police Department,police,29.6482379,-81.6401827
Ocala Police Department,police,29.201806,-82.0921392
White Springs Police Department,police,30.3358748,-82.7593115
Baker County Sheriff's Office,police,30.2843172,-82.1179942
Sunrise Police Department Eastside Substation,police,26.1544273,-80.2397164
Lauderdale by the Sea Police Department,police,26.1926249,-80.0966101
Palm Beach Gardens Police Department,police,26.8341317,-80.1046588
Broward County Sheriff's Office,police,26.1145388,-80.1412861
Miami Police Department - NET,police,25.7788741,-80.1875073
Juno Beach Police Department,police,26.8717716,-80.052181
Palm Beach Shores Police Department,police,26.7785357,-80.0369211
Belle Glade Police Department,police,26.6813918,-80.680581
Metro - Dade Police Communications Bureau,police,25.7153218,-80.3360369
Margate Police Department,police,26.2420291,-80.2048701
Sea Ranch Lakes Police Department,police,26.2015754,-80.095599
Palm Beach County Sheriff's Office Substation,police,26.5315139,-80.1222007
Mangonia Park Town Police Department,police,26.7545594,-80.0815478
Manalapan Police Department,police,26.5797212,-80.0383887
Miami - Dade County Police Department,police,25.782883,-80.3257428
Broward County Sheriff's Office,police,26.1223916,-80.1771685
Kendall Police Station,police,25.6967609,-80.3808488
Pompano Beach Police Department - Community Services,police,26.2307136,-80.1250112
Pompano Beach Police Pension,police,26.2265936,-80.1235384
Miami - Dade County Police Department - Special Patrol,police,25.7886276,-80.3229987
Palm Beach County Sheriff's Office,police,26.6742837,-80.1314898
Palm Beach County Sheriff's Office District 2 Airport,police,26.6884283,-80.0812423
Miami - Dade County Police Department,police,25.7876838,-80.3234763
Wilton Manors Police Station,police,26.1537707,-80.1400454
Osceola County Sheriff's Office,police,28.2754847,-81.3376282
Florida Highway Patrol Troop L,police,27.4808396,-80.3504483
Oakland Police Department,police,28.5542382,-81.6208691
Mascotte Police Department,police,28.5727351,-81.8807793
Volusia County Sheriff's Office,police,29.2245429,-81.0489901
Sewalls Point Police Department,police,27.2022442,-80.2005304
Saint Cloud Police Department,police,28.2498038,-81.3178219
Pahokee Police Department,police,26.8238108,-80.6657493
Miami - Dade County Police - Court Liaison,police,25.7858081,-80.2169223
Winter Springs Police Department,police,28.7040615,-81.3046277
Florida Highway Patrol Troop D Headquarters - Orlando,police,28.5433373,-81.3092883
Florida Highway Patrol Troop D District 4 - Cocoa,police,28.3570694,-80.7826108
Florida Highway Patrol Troop D District 3 - DeLand,police,29.0588328,-81.2743995
Davie Police Department,police,26.1052621,-80.2805429
Palm Beach County Sheriff's Office District 9 Village of Royal Palm Beach,police,26.7055594,-80.2271999
Miami - Dade County Police Department,police,25.7735287,-80.1965253
Hillsboro Beach Police Department,police,26.2950504,-80.0792505
Miami - Dade County Police Department,police,25.8486052,-80.1664246
Gulf Stream Police Department,police,26.5004428,-80.0541747
Lake Worth Police Department,police,26.61696,-80.0588675
Sunrise Police Department,police,26.1690257,-80.2882605
Miami Police Department - Crime Suppression,police,25.895039,-80.1615589
Miami - Dade County Metro Police Department,police,25.7835274,-80.3254629
Miami Police Department,police,25.72828,-80.23449
North Miami Beach Police Department - Neighborhood Resource Center,police,25.9159614,-80.1692005
Miami - Dade County Police Department,police,25.9414956,-80.2448589
Miami - Dade County Police Department,police,25.7886416,-80.3235571
Miami - Dade County Police Department - Dare,police,25.7976133,-80.3433811
Belle Glade Police Chief,police,26.6859341,-80.6683045
Miami Police Department - Internal Affairs,police,25.7783469,-80.1982989
Miami Police Department - Administration,police,25.7780973,-80.1983065
Oakland Park Fire Department Department Fire Station 9,police,26.1744836,-80.1418335
Atlantis Police Department,police,26.5952334,-80.0971942
Palm Beach County Sheriff's Office District 7,police,26.4014162,-80.2048006
Broward County Sheriff's Office,police,26.083321,-80.1199123
Hialeah Police Department - Property and Evidence,police,25.872565,-80.2663295
Lauderhill Police Department,police,26.15657,-80.203815
Miami - Dade County Police Department Northside Station,police,25.8492433,-80.245233
Cooper City Police Department,police,26.0438499,-80.2871683
Palm Beach County Sheriff's Office District 3,police,26.7974828,-80.1372999
Boca Raton Police Annex,police,26.3508384,-80.0721067
Lake Park Sheriff's Department,police,26.7981657,-80.0631632
Palm Beach County Sheriff's Office District 5,police,26.7241582,-80.6653286
Metro Dade County Police Department,police,25.7975826,-80.3433104
Miami - Dade County Police Department Hammocks Station,police,25.6746017,-80.4229951
Seminole Police Department,police,26.0386392,-80.2171811
Miami - Dade Police Department Metropolitan Police Institute (Training Bureau),police,25.8269018,-80.3518938
Police Community Services,police,26.4488499,-80.0870437
Miami - Dade County Police - Investigation,police,25.7835281,-80.3258465
Broward County School Board Police Department,police,26.1656506,-80.2523581
Jupiter Inlet Colony Police Department,police,26.9521338,-80.0757848
Highland Beach Police Department,police,26.410141,-80.0654186
Broward County Sheriff's Office,police,26.0887455,-80.3776609
Miami - Dade County Police Department - Warrants Bureau,police,25.7975783,-80.3433819
Tequesta Police Department,police,26.9591616,-80.0935436
Fort Lauderdale Police and Fire Retirement,police,26.1115617,-80.1427045
Lauderhill Police Department,police,26.1798606,-80.2510963
Miami - Dade County Police Department,police,25.6495131,-80.4193153
Miami - Dade College Police Department,police,25.877862,-80.2454642
Palm Beach Police Department - Beach Patrol,police,26.6395933,-80.0386633
Miami Lakes Police Department,police,25.9100565,-80.2982492
Miami - Dade County Police Department,police,25.7765424,-80.1990547
Plantation Police Department,police,26.1274686,-80.2427397
Miami - Dade School Police Department,police,25.8315444,-80.1999736
Miami - Dade County Police Department,police,25.7746004,-80.1950077
Palm Beach County Sheriff's Office District 4,police,26.4551324,-80.0926228
CVS Pharmacy,pharmacy,25.9816533,-80.2637994
Sweetwater Police Department,police,25.7683,-80.38071
Coconut Creek Police Department,police,26.2589691,-80.1878496
Pahokee Community Police,police,26.8192501,-80.6661895
Miami - Dade County Police Department - Evidence,police,25.797614,-80.3433063
North Miami Beach Police Department - Neighborhood Resource,police,25.9003596,-80.1560523
Miami - Dade County Police Department,police,25.782974,-80.3244741
Broward County Sheriff's Office,police,25.9854642,-80.1758313
Miami Police Department - Investigations,police,25.7782221,-80.1983027
Broward County Sheriff's Office,police,26.3202548,-80.0983281
Palm Beach County Sheriff's Office,police,26.68661,-80.67084
Broward County Sheriff's Office,police,26.2258974,-80.1253721
Sarasota School Police Department,police,27.2807214,-82.5312485
Sarasota Manatee Airport Authority Police Department,police,27.3871224,-82.5518032
Sarasota County Sheriff's Office District 3 South Office,police,27.0333124,-82.3967186
Polk County Sheriff's Office Community Policing Unit Highland Park Manor,police,27.8726348,-81.5535235
North Port Police Department,police,27.0466463,-82.234386
Pinellas County Schools Police Department,police,27.8744866,-82.7439806
Sarasota Police Department Victims Services Center,police,27.3143031,-82.4502726
Tampa International Airport Police Department,police,27.9615214,-82.5339698
Tampa Police Department District 3 Headquarters,police,27.9790746,-82.4352668
Sarasota Police Department Community Policing Station,police,27.2773032,-82.5640359
Sarasota Police Department Community Policing Station,police,26.9635133,-82.3602539
Sarasota Police Department Community Policing Station,police,27.2340992,-82.4956374
Polk County Sheriff's Office Community Policing Unit North Combee,police,28.0474593,-81.9055682
Polk County Sheriff's Office Community Policing Unit North Florida,police,28.0827055,-81.9682109
Polk County Sheriff's Office Community Policing Unit Skyview,police,28.0259461,-81.8924382
Polk County Sheriff's Office Community Policing Unit Poinciana,police,28.1299674,-81.4698638
Polk County Sheriff's Office Community Policing Unit Kville,police,28.0454693,-81.8469231
Polk County Sheriff's Office,police,27.9517312,-81.7818871
Polk County Sheriff's Office Community Policing Unit,police,28.0603146,-81.9081554
Polk County Sheriff's Office Community Policing Unit Willow Oak,police,27.919823,-82.0234555
Polk County Sheriff's Office Community Policing Unit Bradley,police,27.7939574,-81.9817149
Polk County Sheriff's Office Community Policing Unit Babson Park,police,27.8312926,-81.5262389
Polk County Sheriff's Office Community Policing Unit Highlands City,police,27.9659017,-81.8832693
Polk County Sheriff's Office Community Policing Unit Eloise,police,27.9888216,-81.733038
Polk County Sheriff's Office Community Policing Unit Sunshine,police,28.0270053,-81.891499
Polk County Sheriff's Office Community Policing Unit Sunray,police,28.0421452,-81.9387878
Polk County Sheriff's Office Community Policing Unit Wahneta,police,27.9174314,-81.7258286
Polk County Sheriff's Office Community Policing Unit Wabash,police,28.0450368,-81.9906767
Hillsborough County Sheriff's Office Community Substation Northwest,police,28.0600848,-82.6453807
Hillsborough County Sheriff's Office Community Substation Seffner,police,28.011631,-82.2777143
Hillsborough County Sheriff's Office Community Substation Nuccio,police,28.0014792,-82.401558
Hillsborough County Sheriff's Office Community Substation Sabal Park,police,27.9804988,-82.3371326
Hillsborough County Sheriff's Office Juvenile Assessment Center,police,28.0283696,-82.4577346
Hillsborough County Sheriff's Office Community Substation East Lake,police,27.9955825,-82.3913216
Hillsborough County Sheriff's Office Community Substation Progress Village,police,27.8943228,-82.3665478
Hillsborough County Sheriff's Office Community Substation Gibsonton,police,27.8414719,-82.382069
Hillsborough County Sheriff's Office Community Substation Town and Country,police,28.0261852,-82.5626792
Hillsborough County Sheriff's Office Community Substation Apollo Beach,police,27.772308,-82.3906697
Hillsborough County Sheriff's Office Community Substation Refugee,police,28.0259203,-82.5014772
Hillsborough County Sheriff's Office Jail Division II,police,27.959899,-82.336329
Hillsborough County Sheriff's Office Training Division,police,27.9640506,-82.3359496
Hillsborough County Sheriff's Office Community Substation Dover,police,27.993669,-82.2194321
Hillsborough County Sheriff's Office Community Substation West Central,police,28.087294,-82.4622722
Hillsborough County Sheriff's Office Community Substation University Square Mall,police,28.0562318,-82.4346902
Hillsborough County Sheriff's Office Community Substation Northdale,police,28.095303,-82.5062766
Hillsborough County Sheriff's Office Community Substation New Tampa,police,28.1427378,-82.3160801
Hillsborough County Sheriff's Office Community Substation Carrollwood,police,28.067351,-82.5062329
Lee County Sheriff's Office Bravo East District,police,26.609435,-81.6505813
Lee County Sheriff's Office Alpha North District,police,26.6667533,-81.8849077
Lee County Sheriff's Office Echo Central District,police,26.552402,-81.8697851
Lee County Sheriff's Office Charlie West District,police,26.5138947,-81.9365462
Hernando County Sheriff's Office District 2,police,28.4915911,-82.5934626
Hernando County Sheriff's Office Hillside Estates SubstatHernando County Sheriff's Office Hillside E,police,28.5516563,-82.3777598
Sumter County Sheriff's Office The Villages Station,police,28.9198717,-81.9704378
Florida Highway Patrol Station,police,28.5920418,-82.4016221
Winter Haven Police Department,police,28.0348972,-81.7275147
Polk County Sheriff's Office,police,28.0528576,-81.9458553
Mulberry Police Department,police,27.8944151,-81.9734404
Seminole Tribe Police,police,26.736729,-80.9435731
Zolfo Springs Police Department,police,27.4945943,-81.7967796
Treasure Island Police Department,police,27.7711531,-82.7679634
Polk County Sheriff's Office Community Policing Unit Elizabeth,police,28.0375259,-81.99031
Polk County Sheriff's Office,police,27.9959976,-81.8998765
West Central Florida Police Department,police,28.0072901,-82.451701
Hendry County Sheriff's Office West District,police,26.7608093,-81.4377227
Polk County Sheriff's Office Community Policing Unit,police,28.062562,-81.9033334
Polk County Sheriff's Office Community Policing Unit West 10th Street,police,28.0621084,-81.9857808
Florida Highway Patrol Station,police,28.0832394,-81.952914
